-51.558, -51.54, 99.957
-52.976, -52.951, 99.948
-54.395, -54.36, 99.936
-55.814, -55.77, 99.92
-57.234, -57.178, 99.9
-58.654, -58.586, 97.353
-60.076, -59.993, 94.708
-61.5, -61.397, 91.987
-62.112, -61.978, 90.815
-62.538, -62.517, 98.631
-61.742, -62.564, 100
-59.852, -61.909, 100
-57.962, -61.255, 100
-56.072, -60.6, 100
-54.183, -59.945, 100
-52.293, -59.291, 100
-50.403, -58.636, 100
-48.513, -57.981, 100
-46.623, -57.327, 100
-44.734, -56.672, 100
-42.844, -56.017, 100
-40.954, -55.362, 100
-39.064, -54.708, 100
-37.174, -54.053, 100
-35.285, -53.398, 100
-33.395, -52.744, 100
-31.505, -52.089, 100
-29.615, -51.434, 100
-27.725, -50.78, 100
-25.835, -50.125, 100
-23.946, -49.47, 100
-22.056, -48.816, 100
-20.166, -48.161, 100
-18.276, -47.506, 100
-16.386, -46.851, 100
-14.497, -46.197, 100
-12.607, -45.542, 100
-10.717, -44.887, 100
-8.827, -44.233, 100
-6.937, -43.578, 100
-5.048, -42.923, 100
-3.158, -42.269, 100
-1.268, -41.614, 100
0.545, -40.818, 100
2.124, -39.59, 100
3.702, -38.362, 100
5.281, -37.134, 100
6.86, -35.906, 100
8.439, -34.678, 100
10.017, -33.45, 100
11.596, -32.222, 100
13.175, -30.995, 100
14.753, -29.767, 99.399
16.332, -28.539, 96.81
17.911, -27.311, 94.15
19.489, -26.083, 91.413
21.068, -24.855, 88.59
22.647, -23.627, 85.675
22.705, -22.305, 83.69
21.291, -20.891, 80.598
19.877, -19.476, 77.382
18.463, -18.062, 74.027
17.048, -16.648, 70.512
15.634, -15.234, 66.813
14.22, -13.819, 62.897
12.806, -12.405, 58.72
11.392, -10.991, 54.222
9.977, -9.577, 49.315
8.563, -8.163, 43.863
7.149, -6.748, 37.63
5.735, -5.334, 30.133
4.32, -3.92, 20
4.133, -3.732, 0
4.133, -3.732, 0
-10.01, 10.41, 0
endData
127
100
200
-60.502, 0.444, -54.251, -14.778, -54.251, -14.778, -48, -30
-48, -30, -36, -39, -36, -39, -24, -48
-24, -48, -12, -48, -12, -48, 0, -48
0, -48, -9.17, -51.123, -9.17, -51.123, -18.341, -54.247
-18.341, -54.247, -9.49, -56.633, -9.49, -56.633, -0.64, -59.02
-0.64, -59.02, -12.175, -41.419, -12.175, -41.419, -23.71, -23.819
-23.71, -23.819, -35.855, -35.909, -35.855, -35.909, -48, -48
-48, -48, -72.29, -72.181, -57.433, -57.189, -63, -63
-63, -63, -31.422, -52.06, -31.422, -52.06, 0.155, -41.121
0.155, -41.121, 11.789, -32.072, 11.789, -32.072, 23.424, -23.023
23.424, -23.023, 13.778, -13.378, 13.778, -13.378, 4.133, -3.732
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":14,"robotHeight":14,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VURC 2025 - High Stakes (Skills)","signature":"VURC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"1BOT0lDdWY","x":-60.50242067601219,"y":0.44431893915132675,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"GiVY4d8Aof","x":-48,"y":-30,"lock":false,"visible":true,"heading":315,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"GT1PbeHSkl"},{"controls":[{"uid":"GiVY4d8Aof","x":-48,"y":-30,"lock":false,"visible":true,"heading":315,"__type":"end-point"},{"uid":"aBSHLjjuwo","x":-24,"y":-48,"lock":false,"visible":true,"heading":315,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"kYfZZe5E7g"},{"controls":[{"uid":"aBSHLjjuwo","x":-24,"y":-48,"lock":false,"visible":true,"heading":315,"__type":"end-point"},{"uid":"pYNnrENKbi","x":0,"y":-48,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"vcXyq1BYcD"},{"controls":[{"uid":"pYNnrENKbi","x":0,"y":-48,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"WDeLL1K3Ub","x":-18.340520012270005,"y":-54.24682578975953,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"Aoh93A4OSB"},{"controls":[{"uid":"WDeLL1K3Ub","x":-18.340520012270005,"y":-54.24682578975953,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"Aa67rXK2UT","x":-0.6404768090952186,"y":-59.01987114791902,"lock":false,"visible":true,"heading":90,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"Sc1cPnrvDU"},{"controls":[{"uid":"Aa67rXK2UT","x":-0.6404768090952186,"y":-59.01987114791902,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"kXWhypv7e3","x":-23.710196040199435,"y":-23.818661631492763,"lock":false,"visible":true,"heading":315,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"UWcteGkPLE"},{"controls":[{"uid":"kXWhypv7e3","x":-23.710196040199435,"y":-23.818661631492763,"lock":false,"visible":true,"heading":315,"__type":"end-point"},{"uid":"ruMh9zYeld","x":-48,"y":-48,"lock":false,"visible":true,"heading":225,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"ErQBX4ofQ3"},{"controls":[{"uid":"ruMh9zYeld","x":-48,"y":-48,"lock":false,"visible":true,"heading":225,"__type":"end-point"},{"uid":"vVaVs5Wx60","x":-72.28980395980057,"y":-72.18133836850724,"lock":false,"visible":true,"__type":"control"},{"uid":"lEL1JB217m","x":-57.43324057677909,"y":-57.189158037540786,"lock":false,"visible":true,"__type":"control"},{"uid":"VDjs3w9KU1","x":-63,"y":-63,"lock":false,"visible":true,"heading":225,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"lvwejvnTAq"},{"controls":[{"uid":"VDjs3w9KU1","x":-63,"y":-63,"lock":false,"visible":true,"heading":225,"__type":"end-point"},{"uid":"9fLQSesCnL","x":0.15503075059803015,"y":-41.12095105482092,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"4mVvIT2wZg"},{"controls":[{"uid":"9fLQSesCnL","x":0.15503075059803015,"y":-41.12095105482092,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"6mi0tCVlUt","x":23.423626871625558,"y":-23.023154071799514,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"3ruWSBS5FR"},{"controls":[{"uid":"6mi0tCVlUt","x":23.423626871625558,"y":-23.023154071799514,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"9Wj8k8ZJ3a","x":4.132568549064274,"y":-3.7320957492382294,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"KcToNsvA2A"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"ksZpSaVEuh","lock":false,"visible":true}]}
